ID_USER;INSTALL_DATE;COUNTRY;ID_SESSION;SESSION_DATE;REVENUE;GAME_TIME;COMPLETED_LEVELS
fdc0b4ae0246;05/09/2019;FR;68c1e7123c7d;05/09/2019;0;1485686;13
50fdfaeba69c;07/09/2019;DE;5ed4d2ae81b7;07/09/2019;0;224773;2
50fdfaeba69c;07/09/2019;DE;7d8fc39bcb9f;07/09/2019;0;291142;3
50fdfaeba69c;07/09/2019;DE;77799c0894d4;08/09/2019;0;603355;0
50fdfaeba69c;07/09/2019;DE;5880d547c24b;09/09/2019;0;513716;0
50fdfaeba69c;07/09/2019;DE;6cabd2eeeb9c;11/09/2019;0;704020;0
50fdfaeba69c;07/09/2019;DE;fb4b56941bc7;11/09/2019;0;242705;0
50fdfaeba69c;07/09/2019;DE;4a1eda3ae421;13/09/2019;0;179167;0
50fdfaeba69c;07/09/2019;DE;17c21b294fa3;14/09/2019;0;627458;0
aaae7b46f5ba;06/09/2019;GB;7090e7b4b63b;06/09/2019;0;116267;0
aaae7b46f5ba;06/09/2019;GB;03de5fbf3c97;06/09/2019;0;632029;6
aaae7b46f5ba;06/09/2019;GB;6faca64e4e00;06/09/2019;0;1426064;11
aaae7b46f5ba;06/09/2019;GB;fdc59d16335a;06/09/2019;0;326062;1
aaae7b46f5ba;06/09/2019;GB;96385e151633;06/09/2019;0;85554;0
aaae7b46f5ba;06/09/2019;GB;1790ef1d913d;07/09/2019;0;591442;2
aaae7b46f5ba;06/09/2019;GB;821add3a05ec;07/09/2019;0;772618;4
aaae7b46f5ba;06/09/2019;GB;60341ab867cb;07/09/2019;0;862712;1
aaae7b46f5ba;06/09/2019;GB;3959b46c19b8;07/09/2019;0;315576;0
aaae7b46f5ba;06/09/2019;GB;6aec7bcc39cb;09/09/2019;0;1118316;5
aaae7b46f5ba;06/09/2019;GB;9e57a41d0f4b;12/09/2019;0;868998;2
aaae7b46f5ba;06/09/2019;GB;75ec28581a2e;13/09/2019;0;301024;2
aaae7b46f5ba;06/09/2019;GB;5cad77359d2c;13/09/2019;0;346352;1
aaae7b46f5ba;06/09/2019;GB;d8ab0857f079;15/09/2019;0;173782;1
aaae7b46f5ba;06/09/2019;GB;2ab553079e1e;15/09/2019;0;521549;1
fde2a57cc8cf;07/09/2019;GB;04d73ddf895d;07/09/2019;0;2852418;16
fde2a57cc8cf;07/09/2019;GB;e8c11278544e;07/09/2019;0;1143427;2
fde2a57cc8cf;07/09/2019;GB;db3a1e7f4e06;07/09/2019;0;824647;4
fde2a57cc8cf;07/09/2019;GB;96b993cb6078;08/09/2019;0;598432;1
fde2a57cc8cf;07/09/2019;GB;68720fa528a8;08/09/2019;0;530514;1
fde2a57cc8cf;07/09/2019;GB;c8b922a0da25;09/09/2019;0;1201429;2
fde2a57cc8cf;07/09/2019;GB;de18af4f33ca;11/09/2019;0;1318319;3
fde2a57cc8cf;07/09/2019;GB;473f355e01ed;12/09/2019;0;812817;1
fde2a57cc8cf;07/09/2019;GB;153be3064e97;14/09/2019;0;125243;0
fde2a57cc8cf;07/09/2019;GB;63531b23bf91;14/09/2019;0;981515;2
fde2a57cc8cf;07/09/2019;GB;506f81b353d7;15/09/2019;0;621208;2
822fbd5b8b27;07/09/2019;FR;d281f177b451;07/09/2019;0;1606197;13
822fbd5b8b27;07/09/2019;FR;824dfcb63cf1;08/09/2019;0;322433;2
822fbd5b8b27;07/09/2019;FR;7aa843935c95;08/09/2019;0;1529298;9
822fbd5b8b27;07/09/2019;FR;b3460524eae5;09/09/2019;0;2758809;11
f18b3b5bd191;08/09/2019;GB;4b7f15f311e7;08/09/2019;0;938287;10
f18b3b5bd191;08/09/2019;GB;0ddfff0c739a;09/09/2019;0;466891;3
f18b3b5bd191;08/09/2019;GB;d8314d35620a;11/09/2019;0;232969;1
43b4437e5d58;07/09/2019;GB;11b657d9663c;07/09/2019;0;464023;5
9f42023fb248;06/09/2019;DE;8e896ac4fda9;06/09/2019;0;299563;1
9f42023fb248;06/09/2019;DE;d85203339a30;06/09/2019;0;106873;1
9f42023fb248;06/09/2019;DE;19b42b6274ca;06/09/2019;0;794675;7
9f42023fb248;06/09/2019;DE;e49232ff6395;06/09/2019;0;215157;1
9f42023fb248;06/09/2019;DE;e02d7ca55bfd;06/09/2019;0;452350;5
9f42023fb248;06/09/2019;DE;fe68fee3f72f;06/09/2019;0;979023;7
9f42023fb248;06/09/2019;DE;627b708f8b92;06/09/2019;0;13627;0
9f42023fb248;06/09/2019;DE;33d73641579c;07/09/2019;0;336642;0
9f42023fb248;06/09/2019;DE;f9ebc8f99c67;07/09/2019;0;739099;3
9f42023fb248;06/09/2019;DE;f2bdbaf5f2e0;07/09/2019;0;156277;0
9f42023fb248;06/09/2019;DE;9d332efe803f;07/09/2019;0;204412;0
9f42023fb248;06/09/2019;DE;794524a7231f;07/09/2019;0;137133;0
9f42023fb248;06/09/2019;DE;1995c4405f63;07/09/2019;0;174194;1
9f42023fb248;06/09/2019;DE;6f2721041446;07/09/2019;0;613652;1
9f42023fb248;06/09/2019;DE;850089a42e69;07/09/2019;0;251965;1
9f42023fb248;06/09/2019;DE;c2a48dac1eab;08/09/2019;0;144461;0
9f42023fb248;06/09/2019;DE;f0e29a3e84d9;08/09/2019;0;252642;0
9f42023fb248;06/09/2019;DE;249532aba491;08/09/2019;0;145626;0
9f42023fb248;06/09/2019;DE;ab7f3d62f62f;08/09/2019;0;530700;3
9f42023fb248;06/09/2019;DE;c2314f50a889;08/09/2019;0;694537;2
9f42023fb248;06/09/2019;DE;db6f8edc7414;09/09/2019;0;346264;0
9f42023fb248;06/09/2019;DE;2b62e0f94b31;09/09/2019;0;342277;1
9df250969216;07/09/2019;GB;4b21e22d940f;07/09/2019;0;55232;1
15fa5c9db9ff;05/09/2019;DE;271fd8c0b922;05/09/2019;0;1526111;11
15fa5c9db9ff;05/09/2019;DE;e3a7b76602f9;07/09/2019;0;142052;0
57ae89f70a71;06/09/2019;GB;90674d002edf;06/09/2019;0;1125015;7
0b75224fb85a;07/09/2019;FR;e7c0ee81eb8a;07/09/2019;0;171662;2
480d7168e23c;07/09/2019;FR;f3679f76706c;07/09/2019;0;255322;2
480d7168e23c;07/09/2019;FR;60795b9dc208;07/09/2019;0;236102;2
bc678ebe8f98;06/09/2019;DE;de703cb3ea30;06/09/2019;0;385908;4
bc678ebe8f98;06/09/2019;DE;9dc0c078070b;06/09/2019;0;1000309;11
58a3baa7ae51;05/09/2019;GB;c5f18c24a5ff;05/09/2019;0;1027110;10
58a3baa7ae51;05/09/2019;GB;4b908cec2157;06/09/2019;0;234212;0
6e05fe3770e9;06/09/2019;DE;c8f76f8a3cfc;06/09/2019;0;1977025;21
6e05fe3770e9;06/09/2019;DE;d0f3c62af10d;07/09/2019;0;1440986;8
6e05fe3770e9;06/09/2019;DE;4ed0b50e5a6f;07/09/2019;0;1590808;6
6e05fe3770e9;06/09/2019;DE;2cc57ffe9afd;08/09/2019;0;902270;1
6e05fe3770e9;06/09/2019;DE;d0ffd3c5eb33;08/09/2019;0;3184722;2
6e05fe3770e9;06/09/2019;DE;3f3d22a45c4a;08/09/2019;0;805114;1
e42f8d09b170;07/09/2019;GB;f1fd9075c519;07/09/2019;0;2103328;23
e42f8d09b170;07/09/2019;GB;efaad79840c8;07/09/2019;0;990093;4
e42f8d09b170;07/09/2019;GB;fdea0b4ecd8e;07/09/2019;0;140281;0
e42f8d09b170;07/09/2019;GB;5e99f25eee88;08/09/2019;0;164619;0
e42f8d09b170;07/09/2019;GB;2efbb0c1fec5;08/09/2019;0;486306;3
e42f8d09b170;07/09/2019;GB;0c3493d57bfa;09/09/2019;0;715012;2
e42f8d09b170;07/09/2019;GB;081f7cc2ed6d;09/09/2019;0;533312;4
e42f8d09b170;07/09/2019;GB;9b36f793119e;09/09/2019;0;11913;0
e42f8d09b170;07/09/2019;GB;9a891a15130b;10/09/2019;0;18539;0
faf28fd62d58;05/09/2019;GB;5de5dc6e6326;05/09/2019;0;678996;6
ca3e9f92a49c;06/09/2019;DE;351436174cf2;06/09/2019;0;2510974;17
ca3e9f92a49c;06/09/2019;DE;be6d060cbf1a;07/09/2019;0;747410;5
ca3e9f92a49c;06/09/2019;DE;d7e7e623273e;08/09/2019;0;170789;0
ca3e9f92a49c;06/09/2019;DE;3278c9699c86;08/09/2019;0;2281917;8
ca3e9f92a49c;06/09/2019;DE;4f2f24f65f71;13/09/2019;0;507605;2
ca3e9f92a49c;06/09/2019;DE;c45410f5d297;13/09/2019;0;62033;1
ca3e9f92a49c;06/09/2019;DE;3b96dd5459be;13/09/2019;0;27884;0
ca3e9f92a49c;06/09/2019;DE;a02ce5471a08;14/09/2019;0;947358;3
ca3e9f92a49c;06/09/2019;DE;1f0a7591d5b9;15/09/2019;0;515156;1
7e91a719ae44;06/09/2019;FR;a710303f814d;06/09/2019;0;1490262;15
1e45294235f5;06/09/2019;FR;2dec040a3902;06/09/2019;0;1376633;12
1e45294235f5;06/09/2019;FR;d46187e3e569;13/09/2019;0;601127;4
008d72fa439c;05/09/2019;DE;f7dfefae455c;05/09/2019;0;322309;2
8881dbb6a320;06/09/2019;GB;cea09f0c86c6;06/09/2019;0;1699577;17
a1da87be4336;07/09/2019;FR;4a40a0a157de;07/09/2019;0;396856;5
a1da87be4336;07/09/2019;FR;3239fd7290e6;08/09/2019;0;865745;7
a1da87be4336;07/09/2019;FR;c3c11ca8a9c6;08/09/2019;0;1747914;15
a1da87be4336;07/09/2019;FR;8055efbddee7;08/09/2019;0;846198;7
ff8770ef0249;08/09/2019;GB;8f2cb023841f;08/09/2019;0;426902;3
5b7e2ed68de2;08/09/2019;GB;43eb4af33ea6;08/09/2019;0;1220517;7
5b7e2ed68de2;08/09/2019;GB;794fc351a849;08/09/2019;0;614995;6
5b7e2ed68de2;08/09/2019;GB;3a6afc682d7d;08/09/2019;0;611834;5
5b7e2ed68de2;08/09/2019;GB;000d612a344f;15/09/2019;0;477997;3
6e1e54d6e479;08/09/2019;DE;28680f145c79;08/09/2019;0;1264388;0
6e1e54d6e479;08/09/2019;DE;97b7fe77b6a1;12/09/2019;0;656877;0
6e1e54d6e479;08/09/2019;DE;08ed49b55821;12/09/2019;0;853661;1
6e1e54d6e479;08/09/2019;DE;eb8edbabfcc5;15/09/2019;0;499701;0
68edde578a25;06/09/2019;FR;75ba22b3f961;06/09/2019;0;2256489;12
68edde578a25;06/09/2019;FR;876602ede607;06/09/2019;0;335537;3
68edde578a25;06/09/2019;FR;7800437af735;06/09/2019;0;140118;1
68edde578a25;06/09/2019;FR;329990a1e1e9;06/09/2019;0;194923;2
68edde578a25;06/09/2019;FR;2f2ef83fafc7;06/09/2019;0;977822;4
68edde578a25;06/09/2019;FR;5d23db16c836;07/09/2019;0;697332;1
68edde578a25;06/09/2019;FR;550af3e70fa5;09/09/2019;0;18914;0
68edde578a25;06/09/2019;FR;81159f190a8e;09/09/2019;0;255493;0
68edde578a25;06/09/2019;FR;7009356568bc;09/09/2019;0;33154;1
68edde578a25;06/09/2019;FR;3eba6801c7d6;14/09/2019;0;319974;2
68edde578a25;06/09/2019;FR;59a04733d2c8;15/09/2019;0;580203;2
68edde578a25;06/09/2019;FR;319b8dcbd792;15/09/2019;0;121615;0
68edde578a25;06/09/2019;FR;b13b751f80f0;15/09/2019;0;385622;1
e990bb871279;05/09/2019;DE;16841aa96521;05/09/2019;0;977864;9
3d6d6797e6eb;08/09/2019;FR;a9ec52ef2825;09/09/2019;0;2796685;11
211ed83f1881;07/09/2019;GB;c986bffb6523;07/09/2019;0;1359112;12
211ed83f1881;07/09/2019;GB;084d547f9117;08/09/2019;0;700871;6
211ed83f1881;07/09/2019;GB;48d7225f9856;09/09/2019;0;271831;1
211ed83f1881;07/09/2019;GB;7df3e528e4d2;10/09/2019;0;740951;3
211ed83f1881;07/09/2019;GB;dbbd9fcdd265;11/09/2019;0;175339;1
211ed83f1881;07/09/2019;GB;c6bd8550f43b;12/09/2019;0;173441;0
f0f3b987160a;05/09/2019;FR;a9349b39fb90;05/09/2019;0;1210848;8
f0f3b987160a;05/09/2019;FR;2652d466da02;05/09/2019;0;190549;1
f0f3b987160a;05/09/2019;FR;7b585adeabe3;05/09/2019;0;694432;7
f0f3b987160a;05/09/2019;FR;be62e17ee597;05/09/2019;0;734064;4
f0f3b987160a;05/09/2019;FR;27dae449ec68;05/09/2019;0;263797;1
f0f3b987160a;05/09/2019;FR;86ca6af50314;05/09/2019;0;62074;1
12cf7f8fb17d;08/09/2019;FR;29d999b3f11a;08/09/2019;0;2075211;15
12cf7f8fb17d;08/09/2019;FR;eb54a92e7dc4;09/09/2019;0;315663;2
12cf7f8fb17d;08/09/2019;FR;982ebee2823e;09/09/2019;0;1422150;6
12cf7f8fb17d;08/09/2019;FR;5136eaa804fa;11/09/2019;0;659073;1
12cf7f8fb17d;08/09/2019;FR;ef0b84c0586e;12/09/2019;0;724585;3
12cf7f8fb17d;08/09/2019;FR;8dbe636dc6f4;12/09/2019;0;811468;2
12cf7f8fb17d;08/09/2019;FR;47d96232a92a;14/09/2019;0;117492;1
d5e02d90029d;07/09/2019;DE;05652e942106;07/09/2019;0;3152365;23
d5e02d90029d;07/09/2019;DE;a9ac505d0117;08/09/2019;0;1706200;6
ee0b64e738fc;07/09/2019;DE;631d7ec1b6b2;07/09/2019;0;2011027;21
ee0b64e738fc;07/09/2019;DE;5abe0fdbe7d9;09/09/2019;0;1018718;5
83f54c9e1085;05/09/2019;DE;d4b98451192e;05/09/2019;0;854416;7
83f54c9e1085;05/09/2019;DE;d0a8f1f68615;05/09/2019;0;1600128;11
83f54c9e1085;05/09/2019;DE;62f6917eb8c9;05/09/2019;0;298639;2
83f54c9e1085;05/09/2019;DE;c8416dc9f35d;05/09/2019;0;1211894;11
83f54c9e1085;05/09/2019;DE;98aae7372350;05/09/2019;0;624424;3
83f54c9e1085;05/09/2019;DE;d21134276f36;06/09/2019;0;436791;1
83f54c9e1085;05/09/2019;DE;67f8ce35c14a;06/09/2019;0;1517117;5
83f54c9e1085;05/09/2019;DE;f323f96eb594;06/09/2019;0;14833;0
83f54c9e1085;05/09/2019;DE;3e588a32b9f3;06/09/2019;0;1204494;4
83f54c9e1085;05/09/2019;DE;b0e0bc6a3e9f;07/09/2019;0;27910;0
83f54c9e1085;05/09/2019;DE;4b01c4d11972;08/09/2019;0;22659;0
83f54c9e1085;05/09/2019;DE;096286acb4b5;09/09/2019;0;245982;0
83f54c9e1085;05/09/2019;DE;5570df32bce2;09/09/2019;0;13766;0
83f54c9e1085;05/09/2019;DE;812929a631a8;10/09/2019;0;333532;0
83f54c9e1085;05/09/2019;DE;b7ac5763c2f1;10/09/2019;0;281070;0
83f54c9e1085;05/09/2019;DE;000c047b2e61;12/09/2019;0;638318;0
83f54c9e1085;05/09/2019;DE;6382c6a79a22;13/09/2019;0;250210;0
83f54c9e1085;05/09/2019;DE;d10efd4de965;14/09/2019;0;456065;0
83f54c9e1085;05/09/2019;DE;f1caa71397f3;15/09/2019;0;457088;1
a4c9a4466774;06/09/2019;GB;ac04b6be36e8;06/09/2019;0;1454227;14
a4c9a4466774;06/09/2019;GB;1f53df298cc0;06/09/2019;0;1114148;7
a4c9a4466774;06/09/2019;GB;6813fad441c6;06/09/2019;0;1240210;8
a4c9a4466774;06/09/2019;GB;6ea8cc4885d9;09/09/2019;0;1137318;6
a4c9a4466774;06/09/2019;GB;9f3eaf7790bd;09/09/2019;0;282320;1
4cdeac0165f1;06/09/2019;GB;1f19784900e5;07/09/2019;11;3058254;15
4cdeac0165f1;06/09/2019;GB;669af954d2aa;07/09/2019;0;385543;1
4cdeac0165f1;06/09/2019;GB;2ba3f6b79442;08/09/2019;0;12843;0
4cdeac0165f1;06/09/2019;GB;35df15e3917f;08/09/2019;1,21;140326;0
4cdeac0165f1;06/09/2019;GB;c1dc4e23575d;08/09/2019;1,21;1552595;2
4cdeac0165f1;06/09/2019;GB;93e91d884459;09/09/2019;0;212135;0
4cdeac0165f1;06/09/2019;GB;e26cebfacc1a;10/09/2019;0;210887;0
4cdeac0165f1;06/09/2019;GB;4501aabb21b5;10/09/2019;1,22;867107;1
4cdeac0165f1;06/09/2019;GB;f2d53c7f3f4f;10/09/2019;1,22;743289;0
4cdeac0165f1;06/09/2019;GB;09483456b7d6;11/09/2019;0;230198;1
4cdeac0165f1;06/09/2019;GB;3a11d7d29d19;12/09/2019;0;22846;0
4cdeac0165f1;06/09/2019;GB;3bb5f39a0dac;15/09/2019;0;521428;1
4d068faa82e1;07/09/2019;DE;63941a897823;07/09/2019;0;1941935;14
3ec8269bad26;07/09/2019;GB;46530811872c;07/09/2019;0;156115;0
3ec8269bad26;07/09/2019;GB;d21a910583fd;07/09/2019;0;2936333;24
3ec8269bad26;07/09/2019;GB;6f38e13b5026;08/09/2019;0;836284;1
3ec8269bad26;07/09/2019;GB;4629a4515179;08/09/2019;0;278832;2
3ec8269bad26;07/09/2019;GB;4d51202ef5f2;08/09/2019;0;3558244;10
3ec8269bad26;07/09/2019;GB;e11d0f166a09;09/09/2019;0;757437;2
3ec8269bad26;07/09/2019;GB;8de5ad3b40a9;10/09/2019;0;413385;0
3ec8269bad26;07/09/2019;GB;34e5c5dc43c9;11/09/2019;0;621790;4
3ec8269bad26;07/09/2019;GB;b6f0c1f74e16;12/09/2019;0;155360;0
3ec8269bad26;07/09/2019;GB;a5774318681b;15/09/2019;0;206440;0
3ec8269bad26;07/09/2019;GB;f3b91ea08f4c;15/09/2019;0;72287;0
1eeff69e2254;07/09/2019;GB;14fb4185b7fb;07/09/2019;0;1185800;11
683bd4e545e8;07/09/2019;DE;13888f2f6ec9;07/09/2019;0;868596;10
9b2b3de6c348;05/09/2019;DE;39dfd74c920d;05/09/2019;0;1475621;11
9b2b3de6c348;05/09/2019;DE;22ddae13397a;06/09/2019;0;532065;3
9b2b3de6c348;05/09/2019;DE;fb4d4052bc07;07/09/2019;0;439354;2
9b2b3de6c348;05/09/2019;DE;83c43116f189;07/09/2019;0;779623;4
9b2b3de6c348;05/09/2019;DE;6f6d64706b85;11/09/2019;0;3421859;9
680980aaa04e;06/09/2019;GB;628e01441aad;06/09/2019;0;936732;7
680980aaa04e;06/09/2019;GB;152af3a9b242;06/09/2019;0;413605;1
680980aaa04e;06/09/2019;GB;49663068a343;07/09/2019;0;389018;2
680980aaa04e;06/09/2019;GB;8ed874d39f5c;07/09/2019;0;20095;0
680980aaa04e;06/09/2019;GB;0216a27d50c5;08/09/2019;0;161139;0
680980aaa04e;06/09/2019;GB;f9aa28e0db69;08/09/2019;0;685655;2
680980aaa04e;06/09/2019;GB;62d8deec209f;09/09/2019;0;184918;0
680980aaa04e;06/09/2019;GB;c5921ba2bbfe;09/09/2019;0;425820;1
680980aaa04e;06/09/2019;GB;976c34ac47fe;11/09/2019;0;421402;2
680980aaa04e;06/09/2019;GB;bacf2b24eca6;12/09/2019;0;444087;0
680980aaa04e;06/09/2019;GB;512f0e31427c;12/09/2019;0;154515;0
25998c93de6e;07/09/2019;FR;8b6994b89cb3;07/09/2019;0;1616410;5
25998c93de6e;07/09/2019;FR;f0ef6ee2cb1d;07/09/2019;0;1270660;4
25998c93de6e;07/09/2019;FR;bfb814ad795b;07/09/2019;0;52048;0
25998c93de6e;07/09/2019;FR;8359b66984f5;07/09/2019;0;965668;1
25998c93de6e;07/09/2019;FR;fb346a39f7b3;07/09/2019;0;824134;2
25998c93de6e;07/09/2019;FR;02d74c674f9c;08/09/2019;0;880521;3
25998c93de6e;07/09/2019;FR;99b656bb9a75;09/09/2019;0;844827;1
25998c93de6e;07/09/2019;FR;a1c3940fa264;09/09/2019;0;33067;0
25998c93de6e;07/09/2019;FR;d0b14256a53c;09/09/2019;0;1498614;6
25998c93de6e;07/09/2019;FR;8ad57f35fff7;10/09/2019;0;665751;1
25998c93de6e;07/09/2019;FR;cecba6401ad5;10/09/2019;0;268829;0
25998c93de6e;07/09/2019;FR;ec79f6a28aca;10/09/2019;0;1082935;2
25998c93de6e;07/09/2019;FR;4208471bbb3d;11/09/2019;0;984904;1
25998c93de6e;07/09/2019;FR;c78415008b0f;11/09/2019;0;556939;0
25998c93de6e;07/09/2019;FR;3cc203798a45;11/09/2019;0;799446;2
25998c93de6e;07/09/2019;FR;490baa49ebbd;11/09/2019;0;1239609;3
25998c93de6e;07/09/2019;FR;3c58b0897ee1;12/09/2019;0;1392396;3
25998c93de6e;07/09/2019;FR;c066d04855ca;14/09/2019;0;1432256;0
25998c93de6e;07/09/2019;FR;428342cb2f7a;14/09/2019;0;1308674;3
25998c93de6e;07/09/2019;FR;312df5563502;14/09/2019;0;942042;0
25998c93de6e;07/09/2019;FR;c6758e453e84;15/09/2019;0;788036;0
aa89b2b12107;08/09/2019;DE;7bfad30ac915;08/09/2019;0;1588694;13
aa89b2b12107;08/09/2019;DE;1806b8d1218e;08/09/2019;0;248195;1
aa89b2b12107;08/09/2019;DE;c1e6d1fcd23b;08/09/2019;0;1038854;4
aa89b2b12107;08/09/2019;DE;d490cb5bb799;09/09/2019;0;729605;4
aa89b2b12107;08/09/2019;DE;c124b66abfea;10/09/2019;0;26320;0
eee65212ff67;05/09/2019;FR;382f78587468;05/09/2019;0;3516605;23
13ef526f1ace;07/09/2019;DE;0bf24f809727;07/09/2019;0;274485;1
13ef526f1ace;07/09/2019;DE;8b9b422c8a35;07/09/2019;0;33348;0
13ef526f1ace;07/09/2019;DE;1e20e454795c;08/09/2019;0;63242;0
b3d05a328b3e;06/09/2019;FR;b74b1dc53567;06/09/2019;0;191554;1
b3d05a328b3e;06/09/2019;FR;35c8347ce51d;06/09/2019;0;495395;2
b3d05a328b3e;06/09/2019;FR;158e2a8554f4;06/09/2019;0;328106;1
b3d05a328b3e;06/09/2019;FR;666fe49cf3b5;14/09/2019;0;275064;0
b3d05a328b3e;06/09/2019;FR;c6feba2ea0b4;14/09/2019;0;1136744;3
d675a5eaabbc;07/09/2019;DE;6620bdb7c77d;07/09/2019;0;23436;0
d675a5eaabbc;07/09/2019;DE;dd36879ed55d;08/09/2019;0;1048386;9
d675a5eaabbc;07/09/2019;DE;23bc3cb140fa;09/09/2019;0;818585;4
d675a5eaabbc;07/09/2019;DE;e0b7acb6bdb3;11/09/2019;0;433786;3
398bae355e6d;05/09/2019;FR;7f794b9102ec;05/09/2019;0;3082073;27
2,22E+11;05/09/2019;FR;30ace9290a9c;05/09/2019;0;1316861;9
2,22E+11;05/09/2019;FR;0589a341af9a;07/09/2019;0;777017;5
2,22E+11;05/09/2019;FR;606efa0d2eaf;07/09/2019;0;109316;0
5a858eeed5f3;06/09/2019;DE;f9cf8e5a1a81;06/09/2019;0;250661;2
5a858eeed5f3;06/09/2019;DE;8ef0a686cee2;06/09/2019;0;912961;5
5a858eeed5f3;06/09/2019;DE;ca88abd0df5d;07/09/2019;0;453435;0
ef9434ea9604;06/09/2019;FR;66a962af0ac1;06/09/2019;0;476671;4
ef9434ea9604;06/09/2019;FR;1488755e5936;06/09/2019;0;3531686;11
d37c83c3c283;08/09/2019;DE;ee4e7302583f;08/09/2019;0;1701635;13
d1231ab55a21;08/09/2019;GB;4ba71a70bfa7;08/09/2019;0;3560216;20
d1231ab55a21;08/09/2019;GB;a8d89262f4bd;08/09/2019;0;597103;1
d1231ab55a21;08/09/2019;GB;4833919dc352;09/09/2019;0;760816;2
d1231ab55a21;08/09/2019;GB;056d6d26441b;10/09/2019;0;1253670;5
d1231ab55a21;08/09/2019;GB;ff8345fe2745;10/09/2019;0;597084;1
d1231ab55a21;08/09/2019;GB;93fd0939d1d9;11/09/2019;0;222015;0
d1231ab55a21;08/09/2019;GB;63984e6b1878;12/09/2019;0;795642;1
bed70bdebbd4;05/09/2019;DE;f38dbdbfc377;05/09/2019;0;361560;3
bed70bdebbd4;05/09/2019;DE;d31a4b020c7d;07/09/2019;0;504990;3
98745687db10;07/09/2019;DE;8b5a7533c50d;07/09/2019;0;711476;1
98745687db10;07/09/2019;DE;8298b73f5001;07/09/2019;0;811084;4
98745687db10;07/09/2019;DE;c2edaa290e78;07/09/2019;0;1562908;12
98745687db10;07/09/2019;DE;5aa329726cc7;07/09/2019;0;1066148;4
98745687db10;07/09/2019;DE;eeca1855800e;07/09/2019;0;580268;3
98745687db10;07/09/2019;DE;970bac107aed;08/09/2019;0;419895;0
98745687db10;07/09/2019;DE;545c38fab7cc;08/09/2019;0;215775;0
98745687db10;07/09/2019;DE;df6651c62618;10/09/2019;0;1239107;3
98745687db10;07/09/2019;DE;0d7bb3a123d7;11/09/2019;0;284439;1
55904e129aeb;05/09/2019;GB;df9ef9503fb7;05/09/2019;0;76102;0
d56401a6e6d5;07/09/2019;GB;1935c090237f;07/09/2019;0;146255;1
d56401a6e6d5;07/09/2019;GB;13091fbc73bc;08/09/2019;0;355986;4
e8bbe7d84863;08/09/2019;DE;1cce0ee86a6a;09/09/2019;0;1341933;10
e8bbe7d84863;08/09/2019;DE;26ff2edf9e50;10/09/2019;0;1748126;2
e8bbe7d84863;08/09/2019;DE;fc6a4d86a7dc;10/09/2019;0;1214944;3
e8bbe7d84863;08/09/2019;DE;b5ca11dec908;11/09/2019;0;206292;0
e8bbe7d84863;08/09/2019;DE;4832174021ff;11/09/2019;0;1452490;6
